Run,ReleaseDate,LoadDate,spots,bases,spots_with_mates,avgLength,size_MB,AssemblyName,download_path,Experiment,LibraryName,LibraryStrategy,LibrarySelection,LibrarySource,LibraryLayout,InsertSize,InsertDev,Platform,Model,SRAStudy,BioProject,Study_Pubmed_id,ProjectID,Sample,BioSample,SampleType,TaxID,ScientificName,SampleName,g1k_pop_code,source,g1k_analysis_group,Subject_ID,Sex,Disease,Tumor,Affection_Status,Analyte_Type,Histological_Type,Body_Site,CenterName,Submission,dbgap_study_accession,Consent,RunHash,ReadHash
SRR27300235,2024-10-11 21:37:59,2023-12-20 13:36:42,1863333,168769776,1863333,90,66,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos13/sra-pub-zq-1307/SRR027/27300/SRR27300235/SRR27300235.lite.1,SRX22977718,GSM7985792,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP479194,PRJNA1055047,3,1055047,SRS19943347,SAMN38977669,simple,208963,Pseudomonas aeruginosa UCBPP-PA14,GSM7985792,,,,,,,no,,,,,"HUNG LAB, MOLECULAR BIOLOGY, MASSACHUSETTS GENERAL HOSPITAL",SRA1772980,,public,EFA2DF0914AF5597822DB438F5BCE52E,4274A527C3930CC81A9F87A75FB99723
SRR27300234,2024-10-11 21:37:59,2023-12-20 13:36:37,6025569,545668898,6025569,90,211,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos13/sra-pub-zq-1307/SRR027/27300/SRR27300234/SRR27300234.lite.1,SRX22977719,GSM7985793,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP479194,PRJNA1055047,3,1055047,SRS19943346,SAMN38977668,simple,208963,Pseudomonas aeruginosa UCBPP-PA14,GSM7985793,,,,,,,no,,,,,"HUNG LAB, MOLECULAR BIOLOGY, MASSACHUSETTS GENERAL HOSPITAL",SRA1772980,,public,98976CD9198933166F95BDC477EE0556,476AFA406B96032637CD05E58E9C4C9A
SRR27300233,2024-10-11 21:37:59,2023-12-20 13:36:26,4891316,443217864,4891316,90,172,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos13/sra-pub-zq-1307/SRR027/27300/SRR27300233/SRR27300233.lite.1,SRX22977720,GSM7985794,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP479194,PRJNA1055047,3,1055047,SRS19943348,SAMN38977667,simple,208963,Pseudomonas aeruginosa UCBPP-PA14,GSM7985794,,,,,,,no,,,,,"HUNG LAB, MOLECULAR BIOLOGY, MASSACHUSETTS GENERAL HOSPITAL",SRA1772980,,public,62084556F6CC97139FB70CF77342536C,3AE0DF4C5A5259D47A3B287B5711F3D0
SRR27300232,2024-10-11 21:38:48,2023-12-20 13:37:29,8257365,745951933,8257365,90,296,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos13/sra-pub-zq-1307/SRR027/27300/SRR27300232/SRR27300232.lite.1,SRX22977721,GSM7985002,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP479194,PRJNA1055047,3,1055047,SRS19943349,SAMN38978459,simple,208963,Pseudomonas aeruginosa UCBPP-PA14,GSM7985002,,,,,,,no,,,,,"HUNG LAB, MOLECULAR BIOLOGY, MASSACHUSETTS GENERAL HOSPITAL",SRA1772980,,public,6AE264431741D75192651C1BCD8AD61E,B94FAE7FB4887932F6A5BB7F96738ABE
SRR27300230,2024-10-11 21:39:01,2023-12-20 13:36:21,5237645,472361178,5237645,90,190,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos13/sra-pub-zq-1307/SRR027/27300/SRR27300230/SRR27300230.lite.1,SRX22977722,GSM7985003,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP479194,PRJNA1055047,3,1055047,SRS19943350,SAMN38978458,simple,208963,Pseudomonas aeruginosa UCBPP-PA14,GSM7985003,,,,,,,no,,,,,"HUNG LAB, MOLECULAR BIOLOGY, MASSACHUSETTS GENERAL HOSPITAL",SRA1772980,,public,3B0BB1E44DC785E893CD2975860E65FB,BD0182D8B18D083F0C79AC6714CC2AC7
SRR27300229,2024-10-11 21:39:14,2023-12-20 13:36:33,3280853,295944172,3280853,90,119,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos13/sra-pub-zq-1307/SRR027/27300/SRR27300229/SRR27300229.lite.1,SRX22977723,GSM7985004,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP479194,PRJNA1055047,3,1055047,SRS19943354,SAMN38978457,simple,208963,Pseudomonas aeruginosa UCBPP-PA14,GSM7985004,,,,,,,no,,,,,"HUNG LAB, MOLECULAR BIOLOGY, MASSACHUSETTS GENERAL HOSPITAL",SRA1772980,,public,9A641143E1B7B1C9C20ACAB53C884DBC,388365EB25A8ED67382566D0BF387D3B
SRR27300227,2024-10-11 21:37:47,2023-12-20 13:36:19,5796187,523199333,5796187,90,209,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos13/sra-pub-zq-1307/SRR027/27300/SRR27300227/SRR27300227.lite.1,SRX22977724,GSM7985005,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP479194,PRJNA1055047,3,1055047,SRS19943351,SAMN38978456,simple,208963,Pseudomonas aeruginosa UCBPP-PA14,GSM7985005,,,,,,,no,,,,,"HUNG LAB, MOLECULAR BIOLOGY, MASSACHUSETTS GENERAL HOSPITAL",SRA1772980,,public,1F3EC195F371C1D03646CB6FBD6CFB05,BADD0E88E76FFBD0113031D4ED117269
SRR27300226,2024-10-11 21:37:54,2023-12-20 13:36:57,7062902,639114218,7062902,90,255,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos13/sra-pub-zq-1307/SRR027/27300/SRR27300226/SRR27300226.lite.1,SRX22977725,GSM7985006,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP479194,PRJNA1055047,3,1055047,SRS19943353,SAMN38978455,simple,208963,Pseudomonas aeruginosa UCBPP-PA14,GSM7985006,,,,,,,no,,,,,"HUNG LAB, MOLECULAR BIOLOGY, MASSACHUSETTS GENERAL HOSPITAL",SRA1772980,,public,25AD4E4F80AB93BE9C3E320EF08B3F78,1B31EE5D61655AB37BB29CC8385414C8
SRR27300224,2024-10-11 21:38:00,2023-12-20 13:36:03,3268308,295523845,3268308,90,118,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos13/sra-pub-zq-1307/SRR027/27300/SRR27300224/SRR27300224.lite.1,SRX22977726,GSM7985007,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP479194,PRJNA1055047,3,1055047,SRS19943352,SAMN38978454,simple,208963,Pseudomonas aeruginosa UCBPP-PA14,GSM7985007,,,,,,,no,,,,,"HUNG LAB, MOLECULAR BIOLOGY, MASSACHUSETTS GENERAL HOSPITAL",SRA1772980,,public,246C3D360F5DA3A73CB38FFDF930936D,1A5E8BE4C73B49106DDCAC0F290948D7
SRR27300223,2024-10-11 21:38:09,2023-12-20 13:36:46,3854584,348618762,3854584,90,139,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos13/sra-pub-zq-1307/SRR027/27300/SRR27300223/SRR27300223.lite.1,SRX22977727,GSM7985008,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP479194,PRJNA1055047,3,1055047,SRS19943356,SAMN38978453,simple,208963,Pseudomonas aeruginosa UCBPP-PA14,GSM7985008,,,,,,,no,,,,,"HUNG LAB, MOLECULAR BIOLOGY, MASSACHUSETTS GENERAL HOSPITAL",SRA1772980,,public,2997F16427A2566637AEF6AA88D8247E,839BE84FF3C8376DB88C22AE0117D92F
SRR27300221,2024-10-11 21:38:22,2023-12-20 13:37:11,9117470,824869942,9117470,90,330,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos13/sra-pub-zq-1307/SRR027/27300/SRR27300221/SRR27300221.lite.1,SRX22977728,GSM7985009,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP479194,PRJNA1055047,3,1055047,SRS19943355,SAMN38978452,simple,208963,Pseudomonas aeruginosa UCBPP-PA14,GSM7985009,,,,,,,no,,,,,"HUNG LAB, MOLECULAR BIOLOGY, MASSACHUSETTS GENERAL HOSPITAL",SRA1772980,,public,CBD2A2E848A679ACDAA0B933E5A396A0,F8BA299D496D1DE40BF53B91033F96F2
SRR27300220,2024-10-11 21:38:31,2023-12-20 13:37:40,9315634,841263808,9315634,90,340,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos13/sra-pub-zq-1307/SRR027/27300/SRR27300220/SRR27300220.lite.1,SRX22977729,GSM7985010,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP479194,PRJNA1055047,3,1055047,SRS19943357,SAMN38978451,simple,208963,Pseudomonas aeruginosa UCBPP-PA14,GSM7985010,,,,,,,no,,,,,"HUNG LAB, MOLECULAR BIOLOGY, MASSACHUSETTS GENERAL HOSPITAL",SRA1772980,,public,9B9F7E87A8426EB280FEBE0E60DFBE0F,1B7E6D221F2A1B9CF0ED3CA8754B4F0E
SRR27300219,2024-10-11 21:38:32,2023-12-20 13:36:17,10477964,946597784,10477964,90,380,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos13/sra-pub-zq-1307/SRR027/27300/SRR27300219/SRR27300219.lite.1,SRX22977730,GSM7985011,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP479194,PRJNA1055047,3,1055047,SRS19943359,SAMN38978450,simple,208963,Pseudomonas aeruginosa UCBPP-PA14,GSM7985011,,,,,,,no,,,,,"HUNG LAB, MOLECULAR BIOLOGY, MASSACHUSETTS GENERAL HOSPITAL",SRA1772980,,public,1356CBCF842BBDB05B432F95F9023EC1,3063E711D861B4FCFD7934664F7A7A00
SRR27300218,2024-10-11 21:38:33,2023-12-20 13:36:05,7131037,644155111,7131037,90,257,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos13/sra-pub-zq-1307/SRR027/27300/SRR27300218/SRR27300218.lite.1,SRX22977731,GSM7985012,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP479194,PRJNA1055047,3,1055047,SRS19943358,SAMN38978449,simple,208963,Pseudomonas aeruginosa UCBPP-PA14,GSM7985012,,,,,,,no,,,,,"HUNG LAB, MOLECULAR BIOLOGY, MASSACHUSETTS GENERAL HOSPITAL",SRA1772980,,public,FD54758FBD19D1CA561A0711584E11EB,49B5C0369558F787293A7A718DD78D88
SRR27300217,2024-10-11 21:38:34,2023-12-20 13:36:37,5009912,452687086,5009912,90,180,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos13/sra-pub-zq-1307/SRR027/27300/SRR27300217/SRR27300217.lite.1,SRX22977732,GSM7985013,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP479194,PRJNA1055047,3,1055047,SRS19943361,SAMN38978448,simple,208963,Pseudomonas aeruginosa UCBPP-PA14,GSM7985013,,,,,,,no,,,,,"HUNG LAB, MOLECULAR BIOLOGY, MASSACHUSETTS GENERAL HOSPITAL",SRA1772980,,public,BDC280A4DDA9250BC27ECD4CA8CE6EB2,884EF24F8318DAA36A527CB608470512
SRR27300216,2024-10-11 21:38:36,2023-12-20 13:37:21,6476148,584542916,6476148,90,234,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos13/sra-pub-zq-1307/SRR027/27300/SRR27300216/SRR27300216.lite.1,SRX22977733,GSM7985014,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP479194,PRJNA1055047,3,1055047,SRS19943360,SAMN38978447,simple,208963,Pseudomonas aeruginosa UCBPP-PA14,GSM7985014,,,,,,,no,,,,,"HUNG LAB, MOLECULAR BIOLOGY, MASSACHUSETTS GENERAL HOSPITAL",SRA1772980,,public,FF5272CCDE63A369EF0518D0CC3BE101,DEF54BA8E1DDD337E7575D04D57EF516
SRR27300215,2024-10-11 21:38:37,2023-12-20 13:36:29,4305965,388653101,4305965,90,156,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos13/sra-pub-zq-1307/SRR027/27300/SRR27300215/SRR27300215.lite.1,SRX22977734,GSM7985015,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP479194,PRJNA1055047,3,1055047,SRS19943362,SAMN38978446,simple,208963,Pseudomonas aeruginosa UCBPP-PA14,GSM7985015,,,,,,,no,,,,,"HUNG LAB, MOLECULAR BIOLOGY, MASSACHUSETTS GENERAL HOSPITAL",SRA1772980,,public,F36CEBBB04664086467E99B1B40DE40B,08AC8BF9C7394454CBA28BA8387B2561
SRR27300214,2024-10-11 21:38:39,2023-12-20 13:36:18,3592126,324315344,3592126,90,130,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos13/sra-pub-zq-1307/SRR027/27300/SRR27300214/SRR27300214.lite.1,SRX22977735,GSM7985016,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP479194,PRJNA1055047,3,1055047,SRS19943364,SAMN38978445,simple,208963,Pseudomonas aeruginosa UCBPP-PA14,GSM7985016,,,,,,,no,,,,,"HUNG LAB, MOLECULAR BIOLOGY, MASSACHUSETTS GENERAL HOSPITAL",SRA1772980,,public,6C73BEFD84280A359C1416CC467720E2,F45D92EE7B51435A8F99CF3EA60DEAEB
SRR27300213,2024-10-11 21:38:40,2023-12-20 13:36:25,4279100,384957922,4279100,89,155,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos13/sra-pub-zq-1307/SRR027/27300/SRR27300213/SRR27300213.lite.1,SRX22977736,GSM7985017,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP479194,PRJNA1055047,3,1055047,SRS19943363,SAMN38978444,simple,208963,Pseudomonas aeruginosa UCBPP-PA14,GSM7985017,,,,,,,no,,,,,"HUNG LAB, MOLECULAR BIOLOGY, MASSACHUSETTS GENERAL HOSPITAL",SRA1772980,,public,BA34987152B4672615AC89EE923F3C0C,6B2CA4B3B67A6D81D83E2E4A85EE2BFE
SRR27300212,2024-10-11 21:38:32,2023-12-20 13:36:47,6354784,573154746,6354784,90,230,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos13/sra-pub-zq-1307/SRR027/27300/SRR27300212/SRR27300212.lite.1,SRX22977737,GSM7985112,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP479194,PRJNA1055047,3,1055047,SRS19943366,SAMN38978349,simple,208963,Pseudomonas aeruginosa UCBPP-PA14,GSM7985112,,,,,,,no,,,,,"HUNG LAB, MOLECULAR BIOLOGY, MASSACHUSETTS GENERAL HOSPITAL",SRA1772980,,public,80D7FEF2903F596014CB64BEBB16A5CA,441113CE9721D0D7199741826B96A170
SRR27300211,2024-10-11 21:38:32,2023-12-20 13:36:45,9119914,822517296,9119914,90,329,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos13/sra-pub-zq-1307/SRR027/27300/SRR27300211/SRR27300211.lite.1,SRX22977738,GSM7985113,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP479194,PRJNA1055047,3,1055047,SRS19943365,SAMN38978348,simple,208963,Pseudomonas aeruginosa UCBPP-PA14,GSM7985113,,,,,,,no,,,,,"HUNG LAB, MOLECULAR BIOLOGY, MASSACHUSETTS GENERAL HOSPITAL",SRA1772980,,public,A49138474937A23F73F44043478A75F0,F437486D7D0CC25CE6F164221C9FE277
SRR27300210,2024-10-11 21:38:32,2023-12-20 13:36:27,7191959,650019848,7191959,90,262,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos13/sra-pub-zq-1307/SRR027/27300/SRR27300210/SRR27300210.lite.1,SRX22977739,GSM7985114,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP479194,PRJNA1055047,3,1055047,SRS19943367,SAMN38978347,simple,208963,Pseudomonas aeruginosa UCBPP-PA14,GSM7985114,,,,,,,no,,,,,"HUNG LAB, MOLECULAR BIOLOGY, MASSACHUSETTS GENERAL HOSPITAL",SRA1772980,,public,24EBDA2B8F6F27489D7187965A81327C,460579C4DCD2B020B5188373A4AC6051
SRR27300209,2024-10-11 21:38:32,2023-12-20 13:36:18,3348236,301808564,3348236,90,121,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos13/sra-pub-zq-1307/SRR027/27300/SRR27300209/SRR27300209.lite.1,SRX22977740,GSM7985115,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP479194,PRJNA1055047,3,1055047,SRS19943372,SAMN38978346,simple,208963,Pseudomonas aeruginosa UCBPP-PA14,GSM7985115,,,,,,,no,,,,,"HUNG LAB, MOLECULAR BIOLOGY, MASSACHUSETTS GENERAL HOSPITAL",SRA1772980,,public,C0E6C9C8829BF12B4497B06912E62980,E6223B0D858BFFF2D5C1167E747BF03E
SRR27300208,2024-10-11 21:38:32,2023-12-20 13:37:04,5339088,481277974,5339088,90,194,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos13/sra-pub-zq-1307/SRR027/27300/SRR27300208/SRR27300208.lite.1,SRX22977741,GSM7985116,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP479194,PRJNA1055047,3,1055047,SRS19943368,SAMN38978345,simple,208963,Pseudomonas aeruginosa UCBPP-PA14,GSM7985116,,,,,,,no,,,,,"HUNG LAB, MOLECULAR BIOLOGY, MASSACHUSETTS GENERAL HOSPITAL",SRA1772980,,public,55520F83D190B796084479ADBF48CB44,E3B03AE586E286F9DA65CB78DACD7A85
SRR27300207,2024-10-11 21:38:32,2023-12-20 13:36:33,5357045,483721894,5357045,90,194,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos13/sra-pub-zq-1307/SRR027/27300/SRR27300207/SRR27300207.lite.1,SRX22977742,GSM7985117,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP479194,PRJNA1055047,3,1055047,SRS19943370,SAMN38978344,simple,208963,Pseudomonas aeruginosa UCBPP-PA14,GSM7985117,,,,,,,no,,,,,"HUNG LAB, MOLECULAR BIOLOGY, MASSACHUSETTS GENERAL HOSPITAL",SRA1772980,,public,F9B3FB086BD67EC5B1EF4A1B7345100F,3F4B2383601DD8886985311803964B74
SRR27300206,2024-10-11 21:38:32,2023-12-20 13:36:12,2882468,260686620,2882468,90,104,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos13/sra-pub-zq-1307/SRR027/27300/SRR27300206/SRR27300206.lite.1,SRX22977743,GSM7985118,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP479194,PRJNA1055047,3,1055047,SRS19943369,SAMN38978343,simple,208963,Pseudomonas aeruginosa UCBPP-PA14,GSM7985118,,,,,,,no,,,,,"HUNG LAB, MOLECULAR BIOLOGY, MASSACHUSETTS GENERAL HOSPITAL",SRA1772980,,public,50337C841387D438CA4946BE8EFC06C5,8FBAE26CB0B392AA351EEE5CC89716A5
SRR27300205,2024-10-11 21:38:32,2023-12-20 13:35:41,4706593,425630516,4706593,90,170,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos13/sra-pub-zq-1307/SRR027/27300/SRR27300205/SRR27300205.lite.1,SRX22977744,GSM7985119,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP479194,PRJNA1055047,3,1055047,SRS19943371,SAMN38978342,simple,208963,Pseudomonas aeruginosa UCBPP-PA14,GSM7985119,,,,,,,no,,,,,"HUNG LAB, MOLECULAR BIOLOGY, MASSACHUSETTS GENERAL HOSPITAL",SRA1772980,,public,0F52B159E9C191C2A61497DFE4F8D297,B71DAEAA6740F9E99D42ECD4FB8FECEA
SRR27300204,2024-10-11 21:38:32,2023-12-20 13:36:40,5430017,489025972,5430017,90,197,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos13/sra-pub-zq-1307/SRR027/27300/SRR27300204/SRR27300204.lite.1,SRX22977745,GSM7985120,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP479194,PRJNA1055047,3,1055047,SRS19943374,SAMN38978341,simple,208963,Pseudomonas aeruginosa UCBPP-PA14,GSM7985120,,,,,,,no,,,,,"HUNG LAB, MOLECULAR BIOLOGY, MASSACHUSETTS GENERAL HOSPITAL",SRA1772980,,public,8F1867605DD653592B7BF4E3CA5252C7,07E3751E9E501A0B49899C59CD7E96B3
SRR27300203,2024-10-11 21:38:32,2023-12-20 13:36:42,4670029,422273326,4670029,90,170,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos13/sra-pub-zq-1307/SRR027/27300/SRR27300203/SRR27300203.lite.1,SRX22977746,GSM7985121,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP479194,PRJNA1055047,3,1055047,SRS19943373,SAMN38978340,simple,208963,Pseudomonas aeruginosa UCBPP-PA14,GSM7985121,,,,,,,no,,,,,"HUNG LAB, MOLECULAR BIOLOGY, MASSACHUSETTS GENERAL HOSPITAL",SRA1772980,,public,06ED584D4A64CA521332952DC4C7EF8C,50112BEB013FA092FA6828830BB3B6CD
SRR27300202,2024-10-11 21:38:32,2023-12-20 13:36:59,9880157,893575875,9880157,90,360,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos13/sra-pub-zq-1307/SRR027/27300/SRR27300202/SRR27300202.lite.1,SRX22977747,GSM7985122,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP479194,PRJNA1055047,3,1055047,SRS19943375,SAMN38978339,simple,208963,Pseudomonas aeruginosa UCBPP-PA14,GSM7985122,,,,,,,no,,,,,"HUNG LAB, MOLECULAR BIOLOGY, MASSACHUSETTS GENERAL HOSPITAL",SRA1772980,,public,18BAE2E8241F5BEF8265884F1B23820D,5101EF9FEA96A329BE0B542C4EA56DE9
SRR27300201,2024-10-11 21:38:33,2023-12-20 13:37:02,9866640,893019189,9866640,90,358,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos13/sra-pub-zq-1307/SRR027/27300/SRR27300201/SRR27300201.lite.1,SRX22977748,GSM7985123,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP479194,PRJNA1055047,3,1055047,SRS19943377,SAMN38978338,simple,208963,Pseudomonas aeruginosa UCBPP-PA14,GSM7985123,,,,,,,no,,,,,"HUNG LAB, MOLECULAR BIOLOGY, MASSACHUSETTS GENERAL HOSPITAL",SRA1772980,,public,1CFEB537A45B4C49FCCB8DDAD07E211F,99510E3DDE550FB02E81AED97B38814B
SRR27300200,2024-10-11 21:38:33,2023-12-20 13:36:58,7560050,684311393,7560050,90,274,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos13/sra-pub-zq-1307/SRR027/27300/SRR27300200/SRR27300200.lite.1,SRX22977749,GSM7985124,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP479194,PRJNA1055047,3,1055047,SRS19943376,SAMN38978337,simple,208963,Pseudomonas aeruginosa UCBPP-PA14,GSM7985124,,,,,,,no,,,,,"HUNG LAB, MOLECULAR BIOLOGY, MASSACHUSETTS GENERAL HOSPITAL",SRA1772980,,public,5DCBAC5480EB99B6F4A209CDDF015153,5A2F577A9EEA6B2265CD8FAA9644EB34
SRR27299870,2024-10-11 21:38:47,2023-12-20 13:34:41,4585693,414336619,4585693,90,165,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos13/sra-pub-zq-1307/SRR027/27299/SRR27299870/SRR27299870.lite.1,SRX22977772,GSM7985259,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP479194,PRJNA1055047,3,1055047,SRS19943401,SAMN38978202,simple,208963,Pseudomonas aeruginosa UCBPP-PA14,GSM7985259,,,,,,,no,,,,,"HUNG LAB, MOLECULAR BIOLOGY, MASSACHUSETTS GENERAL HOSPITAL",SRA1772980,,public,9F53357A994DACCF3F64E75A866CF6F8,201EAE1D1B46F4449D12974980E5BAEE
SRR27299832,2024-10-11 21:38:48,2023-12-20 13:35:46,7253237,655386888,7253237,90,263,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos13/sra-pub-zq-1307/SRR027/27299/SRR27299832/SRR27299832.lite.1,SRX22977774,GSM7985261,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP479194,PRJNA1055047,3,1055047,SRS19943402,SAMN38978200,simple,208963,Pseudomonas aeruginosa UCBPP-PA14,GSM7985261,,,,,,,no,,,,,"HUNG LAB, MOLECULAR BIOLOGY, MASSACHUSETTS GENERAL HOSPITAL",SRA1772980,,public,89B1B4E99B6F536EE49A381EEE59F7B3,C542CD8074BE8FE1101736826024D6CC
SRR27299829,2024-10-11 21:39:19,2023-12-20 13:34:47,5656043,511098413,5656043,90,190,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos13/sra-pub-zq-1307/SRR027/27299/SRR27299829/SRR27299829.lite.1,SRX22977848,GSM7985511,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP479194,PRJNA1055047,3,1055047,SRS19943475,SAMN38977950,simple,208963,Pseudomonas aeruginosa UCBPP-PA14,GSM7985511,,,,,,,no,,,,,"HUNG LAB, MOLECULAR BIOLOGY, MASSACHUSETTS GENERAL HOSPITAL",SRA1772980,,public,A5E52FD645B2A0FAE0C9B4785E386C1C,AD4297FA6F024301FC9586657D020A6F
